gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
HERIDOS,2021-05-20T00:00:00.000,2021,,TARDE,JUEVES,SAN PEDRO,CALLE 35 CARRERA 17,URBANA,TECNICO,"3,53117","-76,28878",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-05-20T00:00:00.000,2021,,TARDE,JUEVES,SAN PEDRO,CALLE 35 CARRERA 17,URBANA,TECNICO,"3,53117","-76,28878",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-05-20T00:00:00.000,2021,,TARDE,JUEVES,ITALIA,CALLE 6 CARRERA 30,URBANA,TECNICO,"3,50598","-76,30798",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-05-20T00:00:00.000,2021,,TARDE,JUEVES,ITALIA,CALLE 6 CARRERA 30,URBANA,TECNICO,"3,50598","-76,30798",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-05-19T00:00:00.000,2021,,NOCHE,MIERCOLES,SAUSES,CARRERA 1 CALLE 35,URBANA,TECNICO,"3,53128","-76,27729",CICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BICICLETA,TM,PARTICULAR,NO APLICA
HERIDOS,2021-05-19T00:00:00.000,2021,,NOCHE,MIERCOLES,SAUSES,CARRERA 1 CALLE 35,URBANA,TECNICO,"3,53128","-76,27729",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-05-22T00:00:00.000,2021,,TARDE,SABADO,EMILIA,CARRERA 35 CALLE 42,URBANA,TECNICO,"3,53873","-76,30642",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-05-22T00:00:00.000,2021,,TARDE,SABADO,EMILIA,CARRERA 35 CALLE 42,URBANA,TECNICO,"3,53873","-76,30642",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-05-22T00:00:00.000,2021,,TARDE,SABADO,CAMPESTRE,CARRERA 1 CALLE 42,URBANA,TECNICO,"3,53652","-76,2776",CONDUCTOR,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,
HERIDOS,2021-05-23T00:00:00.000,2021,,NOCHE,DOMINGO,ZAMORANO,CALLE 65 CARRERA 28-02,URBANA,TECNICO,"3,55226","-76,29364",NO APLICA,OTRO,MASCULINO,1,NO APLICA,PALMA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-05-23T00:00:00.000,2021,,NOCHE,DOMINGO,ZAMORANO,CALLE 65 CARRERA 28-02,URBANA,TECNICO,"3,55226","-76,29364",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
MUERTO,2021-05-23T00:00:00.000,2021,,MADRUGADA,DOMINGO,VIA PALMIRA - TABLONES,KM 13 +,RURAL,TECNICO,"3,59137","-76,20717",ACOMPAÑANTE MOTOCICLISTA,VOLCAMIENTO,MASCULINO,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
MUERTO,2021-05-23T00:00:00.000,2021,,MADRUGADA,DOMINGO,VIA PALMIRA - TABLONES,KM 13 +,RURAL,TECNICO,"3,59137","-76,20717",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-05-24T00:00:00.000,2021,,MAÑANA,DOMINGO,GUAYACANES DEL INGENIO,CALLE 23 CARRERA 19,URBANA,TECNICO,"3,52065","-76,29087",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-05-24T00:00:00.000,2021,,MAÑANA,DOMINGO,GUAYACANES DEL INGENIO,CALLE 23 CARRERA 19,URBANA,TECNICO,"3,52065","-76,29087",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-05-24T00:00:00.000,2021,,MAÑANA,DOMINGO,INDUSTRIAL,CALLE 42 CARRERA 34C,URBANA,TECNICO,"3,53878","-76,30469",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-05-24T00:00:00.000,2021,,MAÑANA,DOMINGO,INDUSTRIAL,CALLE 42 CARRERA 34C,URBANA,TECNICO,"3,53878","-76,30469",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-05-25T00:00:00.000,2021,,MAÑANA,LUNES,CORREGIMIENTO LA ZAPATA,LA ZAPATA BUITRERA,URBANA,TECNICO,"3,52208","-76,21386",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-05-25T00:00:00.000,2021,,MAÑANA,LUNES,CORREGIMIENTO LA ZAPATA,LA ZAPATA BUITRERA,URBANA,TECNICO,"3,52208","-76,21386",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-05-26T00:00:00.000,2021,,TARDE,MARTES,ORLIDIA,CALLE 44 CARRERA 6EA-64,URBANA,TECNICO,"3,54148","-76,27573",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-05-26T00:00:00.000,2021,,TARDE,MARTES,ORLIDIA,CALLE 44 CARRERA 6EA-64,URBANA,TECNICO,"3,54148","-76,27573",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-05-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO ZONA CARGA,RURAL,TECNICO,"3,55202","-76,38663",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,KENWORTH,PUBLICO,NO APLICA
DAÑOS,2021-05-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,AEROPUERTO PALMIRA,AEROPUERTO ZONA CARGA,RURAL,TECNICO,"3,55202","-76,38663",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMION,JAC,PUBLICO,NO APLICA
HERIDOS,2021-05-27T00:00:00.000,2021,,TARDE,MIERCOLES,OBRERO,CALLE 32 CARRERA 26,URBANA,TECNICO,"3,52846","-76,29695",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-05-27T00:00:00.000,2021,,TARDE,MIERCOLES,OBRERO,CALLE 32 CARRERA 26,URBANA,TECNICO,"3,52846","-76,29695",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-05-27T00:00:00.000,2021,,NOCHE,MIERCOLES,TRINIDAD,CARRERA 23 CALLE 32,URBANA,TECNICO,"3,52829","-76,29449",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-05-27T00:00:00.000,2021,,NOCHE,MIERCOLES,TRINIDAD,CARRERA 23 CALLE 32,URBANA,TECNICO,"3,52829","-76,29449",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-05-29T00:00:00.000,2021,,MAÑANA,VIERNES,FRAY LUIS AMIGO,CALLE 42 CARRERA 43-98,URBANA,TECNICO,"3,53874","-76,31372",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,TOYOTA,PARTICULAR,NO APLICA
MUERTO,2021-05-29T00:00:00.000,2021,,MAÑANA,SABADO,RESERVAS  ZAMORANO,CALLE 60A  CARRERA 34A,URBANA,TECNICO,"3,55131","-76,30342",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,BOXER,PARTICULAR,NO APLICA
HERIDOS,2021-05-29T00:00:00.000,2021,,MAÑANA,VIERNES,FRAY LUIS AMIGO,CALLE 42 CARRERA 43-98,URBANA,TECNICO,"3,53874","-76,31372",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SAN RAFAEL EL CERRITO,MOTO,JIANLIGN,PARTICULAR,NO APLICA
DAÑOS,2021-05-29T00:00:00.000,2021,,NOCHE,VIERNES,COLOMBIA,CARRERA 30 CALLE 34,URBANA,TECNICO,"3,5314","-76,29995",NO APLICA,CHOQUE,MASCULINO,1,NO APLICA,SAN RAFAEL EL CERRITO,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-05-29T00:00:00.000,2021,,NOCHE,VIERNES,COLOMBIA,CARRERA 30 CALLE 34,URBANA,TECNICO,"3,5314","-76,29995",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-05-30T00:00:00.000,2021,,MAÑANA,SABADO,CENTRO POBLADO LA TORRE,CALLE 10 CARRERA 20-40,RURAL,TECNICO,"3,61853","-76,42476",CONDUCTOR,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-05-30T00:00:00.000,2021,,MAÑANA,SABADO,CENTRO POBLADO LA TORRE,CALLE 10 CARRERA 20-40,RURAL,TECNICO,"3,61853","-76,42476",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,JIANLIGN,PARTICULAR,NO APLICA
DAÑOS,2021-05-30T00:00:00.000,2021,,NOCHE,SABADO,LIBERTADORES,CALLE 27 CARRERA 20,URBANA,TECNICO,"3,52357","-76,2925",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-05-30T00:00:00.000,2021,,NOCHE,SABADO,LIBERTADORES,CALLE 27 CARRERA 20,URBANA,TECNICO,"3,52357","-76,2925",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,MAÑANA,DOMINGO,COLOMBINA,CALLE 31 CARRERA 18,URBANA,TECNICO,"3,52687","-76,2904",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,MAÑANA,DOMINGO,COLOMBINA,CALLE 31 CARRERA 18,URBANA,TECNICO,"3,52687","-76,2904",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,TARDE,DOMINGO,ITALIA,CARRERA 24 CALLE4B-43,URBANA,TECNICO,"3,50122","-76,29617",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,TARDE,DOMINGO,ITALIA,CARRERA 24 CALLE4B-43,URBANA,TECNICO,"3,50122","-76,29617",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,NOCHE,DOMINGO,SAUSES,CALLE 35 CARRERA 1,URBANA,TECNICO,"3,53127","-76,27729",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-05-31T00:00:00.000,2021,,NOCHE,DOMINGO,SAUSES,CALLE 35 CARRERA 1,URBANA,TECNICO,"3,53127","-76,27729",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
DAÑOS,2021-06-01T00:00:00.000,2021,,NOCHE,DOMINGO,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,"3,53122","-76,29245",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-01T00:00:00.000,2021,,NOCHE,DOMINGO,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,"3,53122","-76,29245",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-01T00:00:00.000,2021,,NOCHE,DOMINGO,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,"3,53122","-76,29245",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-02T00:00:00.000,2021,,TARDE,MIERCOLES,EMILIA,CALLE 35 CARRERA 36,URBANA,TECNICO,"3,53314","-76,30641",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,COOVIPAL
HERIDOS,2021-06-02T00:00:00.000,2021,,TARDE,MIERCOLES,EMILIA,CALLE 35 CARRERA 36,URBANA,TECNICO,"3,53314","-76,30641",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-02T00:00:00.000,2021,,TARDE,MIERCOLES,EMILIA,CALLE 35 CARRERA 36,URBANA,TECNICO,"3,53314","-76,30641",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-02T00:00:00.000,2021,,TARDE,MIERCOLES,OBRERO,CALLE 35 CARRERA 26,URBANA,TECNICO,"3,53177","-76,29641",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-02T00:00:00.000,2021,,TARDE,MIERCOLES,OBRERO,CALLE 35 CARRERA 26,URBANA,TECNICO,"3,53177","-76,29641",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,AUTOMOVIL,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,COLOMBINA,CALLE 29 CARRERA 13,URBANA,TECNICO,"3,52457","-76,28665",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,TOYOTA,PARTICULAR,NO APLICA
DAÑOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,CENTRO,CALLE 29 CARRERA 26,URBANA,TECNICO,"3,52585","-76,29743",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,CENTRO,CALLE 29 CARRERA 26,URBANA,TECNICO,"3,52585","-76,29743",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,VIA CALI - PALMIRA,ITALCOL,RURAL,TECNICO,"3,51082","-76,39878",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,INTERNATIONAL,PUBLICO,IMPOCOMA
DAÑOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,VIA CALI - PALMIRA,ITALCOL,RURAL,TECNICO,"3,51082","-76,39878",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,KENWORTH,PUBLICO,NO APLICA
DAÑOS,2021-06-04T00:00:00.000,2021,11:50,MAÑANA,VIERNES,URIBE,CALLE 32 CARRERA 21-70,URBANA,TECNICO,"3,52813","-76,29335",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-04T00:00:00.000,2021,11:50,MAÑANA,VIERNES,URIBE,CALLE 32 CARRERA 21-70,URBANA,TECNICO,"3,52813","-76,29335",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DODGE,PARTICULAR,NO APLICA
HERIDOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,JARDIN,CARRERA 1 CALLE 32A,URBANA,TECNICO,"3,52731","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,JARDIN,CARRERA 1 CALLE 32A,URBANA,TECNICO,"3,52731","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,,PARTICULAR,NO APLICA
HERIDOS,2021-06-03T00:00:00.000,2021,,TARDE,JUEVES,JARDIN,CARRERA 1 CALLE 32A,URBANA,TECNICO,"3,52731","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,FURGON,JAC,PUBLICO,
DAÑOS,2021-06-04T00:00:00.000,2021,,TARDE,VIERNES,CENTRO,CARRERA 32 CALLE 28,URBANA,TECNICO,"3,52731","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-06-04T00:00:00.000,2021,,TARDE,VIERNES,CENTRO,CARRERA 32 CALLE 28,URBANA,TECNICO,"3,52731","-76,27757",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTOCARRO,AYCO,PUBLICO,NO APLICA
HERIDOS,2021-06-04T00:00:00.000,2021,,NOCHE,VIERNES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-52,URBANA,TECNICO,"3,52731","-76,27757",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-06-04T00:00:00.000,2021,,NOCHE,VIERNES,RIVERA ESCOBAR,CARRERA 35 CALLE 31-52,URBANA,TECNICO,"3,52731","-76,27757",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-05T00:00:00.000,2021,,MAÑANA,SABADO,COLOMBIA,CALLE 36 CARRERA 29,URBANA,TECNICO,"3,53292","-76,29887",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FIAT,PARTICULAR,NO APLICA
DAÑOS,2021-06-05T00:00:00.000,2021,,MAÑANA,SABADO,COLOMBIA,CALLE 36 CARRERA 29,URBANA,TECNICO,"3,53292","-76,29887",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-06-05T00:00:00.000,2021,,MAÑANA,SABADO,ALAMEDA,CARRERA 26 CALLE 70,URBANA,TECNICO,"3,55662","-76,28853",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-05T00:00:00.000,2021,,MAÑANA,SABADO,ALAMEDA,CARRERA 26 CALLE 70,URBANA,TECNICO,"3,55662","-76,28853",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,FRACTURAS,MOTO,KYMCO,PARTICULAR,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,MAÑANA,DOMINGO,COLOMBINA,CALLE 31 CARRERA 20,URBANA,TECNICO,"3,52708","-76,29206",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,BAJAJ,NO APLICA,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,MAÑANA,DOMINGO,COLOMBINA,CALLE 31 CARRERA 20,URBANA,TECNICO,"3,52708","-76,29206",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,UATECO,PARTICULAR,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,MAÑANA,DOMINGO,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,"3,55225","-76,29357",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,MAÑANA,DOMINGO,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,"3,55225","-76,29357",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,TARDE,DOMINGO,SAN PEDRO,CARRERA 19 CALLE 39-12,URBANA,TECNICO,"3,53464","-76,29054",CICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,BICICLETA,,PARTICULAR,NO APLICA
HERIDOS,2021-06-06T00:00:00.000,2021,,TARDE,DOMINGO,SAN PEDRO,CARRERA 19 CALLE 39-12,URBANA,TECNICO,"3,53464","-76,29054",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-06-07T00:00:00.000,2021,,MAÑANA,LUNES,TREBOL,CARRERA 21 CALLE 26A,URBANA,TECNICO,"3,5231","-76,29339",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-06-07T00:00:00.000,2021,,MAÑANA,LUNES,TREBOL,CARRERA 21 CALLE 26A,URBANA,TECNICO,"3,5231","-76,29339",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-06-07T00:00:00.000,2021,,MAÑANA,LUNES,TREBOL,CARRERA 21 CALLE 26A,URBANA,TECNICO,"3,5231","-76,29339",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
MUERTO,2021-06-07T00:00:00.000,2021,,NOCHE,LUNES,CENTRO POBLAO LA TORRE,CALLE 10 CARRERA 19,RURAL,TECNICO,"3,61721","-76,41054",MOTOCICLISTA,OTRO,MASCULINO,NO APLICA,1,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-06-08T00:00:00.000,2021,,TARDE,MARTES,SAN PEDRO,CARRERA 16 CALLE 37,URBANA,TECNICO,"3,533","-76,28821",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,KEEWAY,PARTICULAR,NO APLICA
HERIDOS,2021-06-08T00:00:00.000,2021,,TARDE,MARTES,SAN PEDRO,CARRERA 16 CALLE 37,URBANA,TECNICO,"3,533","-76,28821",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,UNIDOS DE TAXIS
DAÑOS,2021-06-08T00:00:00.000,2021,,MAÑANA,MARTES,VIA PALMIRA - HERRADURA,KM 1,RURAL,TECNICO,"3,53672","-76,32283",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-06-09T00:00:00.000,2021,,MAÑANA,MIERCOLES,OBRERO,CALLE 35 CARRERA 24,URBANA,TECNICO,"3,53152","-76,29496",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,COOTRANSPAL
DAÑOS,2021-06-09T00:00:00.000,2021,,MAÑANA,MIERCOLES,OBRERO,CALLE 35 CARRERA 24,URBANA,TECNICO,"3,53152","-76,29496",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-06-09T00:00:00.000,2021,,MAÑANA,MIERCOLES,JUAN PABLO,CARRERA 39 CALLE 44 -61,URBANA,TECNICO,"3,54065","-76,31006",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-06-09T00:00:00.000,2021,,MAÑANA,MIERCOLES,JUAN PABLO,CARRERA 39 CALLE 44 -61,URBANA,TECNICO,"3,54065","-76,31006",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-06-09T00:00:00.000,2021,,NOCHE,MIERCOLES,SANTA BARBARA,KM 6,RURAL,TECNICO,"3,51096","-76,43796",NO APLICA,OTRO,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,KENWORTH,PUBLICO,COLTANUES
HERIDOS,2021-06-09T00:00:00.000,2021,,TARDE,MIERCOLES,SANTA RITA,CARRERA 25 CALLE 38,URBANA,TECNICO,"3,53442","-76,29502",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-06-09T00:00:00.000,2021,,TARDE,MIERCOLES,SANTA RITA,CARRERA 25 CALLE 38,URBANA,TECNICO,"3,53442","-76,29502",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
