a_o,ipat,clase_siniestro,fecha,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,hipotesis,codigo,condicion_de_la_victima,edad,genero,lesionados_y_muertos
2022.0,DITRA,ATROPELLO,2022-01-01 00:00:00,,NOCHE,SÁBADO,VIA CALI - PALMIRA NORTE,KM 8 + 50 MTS,RURAL,POLICIA,,,TRANSITAR POR LA CALZADA  PEATON,404.0,PEATÓN,66.0,MASCULINO,MUERTO
2022.0,9131.0,CHOQUE,2022-07-24 00:00:00,,NOCHE,DOMINGO,VIA PALMIRA GUAYABAL,KM 3+ 300 MTS,RURAL,TECNICO,,,INVADIR CARRIL SENTIDO CONTRARIO,157.0,NO APLICA,48.0,MASCULINO,NO APLICA
2022.0,9200.0,CHOQUE,2022-08-23 00:00:00,,MAÑANA,MARTES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,42.0,MASCULINO,LESIONADO
2022.0,8814.0,CHOQUE,2022-04-22 00:00:00,,NOCHE,VIERNES,SANTA RITA,CALLLE 36 CARRERA 29,URBANA,TECNICO,,,SEMAFORO EN ROJO,142,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,8549.0,ATROPELLO,2022-02-05 00:00:00,,MADRUGADA,SÁBADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,PEATÓN,27.0,MASCULINO,LESIONADO
2022.0,9190.0,CHOQUE,2022-08-17 00:00:00,,MADRUGADA,MIÉRCOLES,CUIDAD DEL CAMPO,CALLE 100 CARRERA 16-126,RURAL,TECNICO,,,REALIZAR MAL USO DEL CARRIL,157,PASAJERO,25.0,MASCULINO,LESIONADO
2022.0,9180.0,CHOQUE,2022-08-14 00:00:00,,MADRUGADA,DOMINGO,RECREO,CARRERA 28 CALLE 22,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,39.0,MASCULINO,LESIONADO
2022.0,8826.0,CHOQUE,2022-04-26 00:00:00,,MAÑANA,MARTES,RECREO,CALLE 21 CARRERA 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,24.0,MASCULINO,NO APLICA
2022.0,9220.0,ATROPELLO,2022-09-07 00:00:00,,MAÑANA,MIÉRCOLES,TREBOL,CARRERA 18 CALLE 26-18,URBANA,TECNICO,,,IMPERICIA EN EL MANEJO,139.0,PEATÓN,59.0,MASCULINO,LESIONADO
2022.0,8956.0,CHOQUE,2022-06-02 00:00:00,,MAÑANA,JUEVES,RECREO,CARRERA 26 CALLE 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,45.0,FEMENINO,LESIONADO
2022.0,9209.0,CHOQUE,2022-08-31 00:00:00,,TARDE,MIÉRCOLES,SESQUI,CALLE 10 CARRERA 25A,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,MOTOCICLISTA,52.0,MASCULINO,LESIONADO
2022.0,9093.0,CHOQUE,2022-07-12 00:00:00,,NOCHE,MARTES,GUAYACANES DEL INGENIO,CARRERA 18 CALLE 26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,53.0,MASCULINO,NO APLICA
2022.0,9656.0,CHOQUE,2022-03-05 00:00:00,,MADRUGADA,SÁBADO,ALAMEDA,CALLE 69 CARRERA 26-162,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,27.0,MASCULINO,NO APLICA
2022.0,DITRA,CHOQUE,2022-03-04 00:00:00,,TARDE,VIERNES,VIA PALMIRA - PRADERA,KM 82 + 500 MTS,RURAL,POLICIA,,,FALLAS EN LA LLANTA,201,MOTOCICLISTA,52.0,MASCULINO,MUERTO
2022.0,8670.0,CHOQUE,2022-03-09 00:00:00,,NOCHE,MIÉRCOLES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,26.0,MASCULINO,NO APLICA
2022.0,9001.0,CHOQUE OBJETO FIJO ARBOL,2022-06-14 00:00:00,,MADRUGADA,MARTES,VIA PALMIRA BARRANCAS,KM 4+ 500 MTS,RURAL,TECNICO,,,POR ESTABLECER,157.0,NO APLICA,36.0,MASCULINO,NO APLICA
2022.0,8790.0,CHOQUE,2022-04-16 00:00:00,,MAÑANA,SÁBADO,BARRIO NUEVO,CARRERA 31 CALLE 24,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,19.0,MASCULINO,LESIONADO
2022.0,8577.0,CHOQUE,2022-02-12 00:00:00,,TARDE,SÁBADO,EMILIA,CALLE 34A CARRERA 36,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,8670.0,CHOQUE,2022-03-09 00:00:00,,NOCHE,MIÉRCOLES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2022.0,8613.0,CHOQUE,2022-02-22 00:00:00,,MAÑANA,MARTES,CHAPINERO SUR,DIAGONAL 4 CARRERA 31A-90,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,23.0,MASCULINO,NO APLICA
2022.0,8882.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,SEMBRADOR,CARRERA 17 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,54.0,FEMENINO,LESIONADO
2022.0,8739.0,CHOQUE,2022-03-28 00:00:00,,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 22,URBANA,TECNICO,,,IMPERICIA EN EL MANEJO,139.0,NO APLICA,81.0,MASCULINO,NO APLICA
2022.0,8644.0,CHOQUE,2022-03-01 00:00:00,,NOCHE,MARTES,INDUSTRIAL,CALLE 42 CARRERA 43-44,URBANA,TECNICO,,,POR ESTABLECER,157.0,MOTOCICLISTA,54.0,MASCULINO,LESIONADO
2022.0,8737.0,CHOQUE,2022-03-26 00:00:00,,TARDE,SÁBADO,CENTRO,CALLE 28 CARRERA 31,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,29.0,MASCULINO,LESIONADO
2022.0,8884.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,,,REVERSO IMPRUDENTE,134,NO APLICA,62.0,MASCULINO,NO APLICA
2022.0,8844.0,CHOQUE,2022-05-01 00:00:00,,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,PASAJERO,41.0,FEMENINO,LESIONADO
2022.0,8874.0,CHOQUE,2022-05-08 00:00:00,,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,,,REALIZAR MANIOBRAS PELIGROSAS,157,MOTOCICLISTA,18.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE,2022-04-03 00:00:00,,NOCHE,DOMINGO,VIA CALI - PALMIRA SUR,KM 18 + 150 MTS,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,ACOMPAÑANTE CONDUCTOR,41.0,FEMENINO,LESIONADO
2022.0,8683.0,CHOQUE,2022-03-12 00:00:00,,NOCHE,SÁBADO,COLOMBINA,CALLE 31 CARRERA 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,CONDUCTOR,54.0,FEMENINO,LESIONADO
2022.0,8688.0,CHOQUE,2022-03-13 00:00:00,,NOCHE,DOMINGO,BARRIO NUEVO,CARRERA 30 CALLE 21,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,23.0,FEMENINO,LESIONADO
2022.0,9051.0,CHOQUE,2022-06-28 00:00:00,,TARDE,MARTES,SANTA RITA,CARRERA 27 CALLE 34,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,30.0,MASCULINO,NO APLICA
2022.0,8907.0,CHOQUE,2022-05-19 00:00:00,,MAÑANA,JUEVES,ESTONIA,CARRERA 32 CALLE 44,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,ACOMPAÑANTE MOTOCICLISTA,6.0,MASCULINO,LESIONADO
2022.0,9210.0,CHOQUE,2022-09-01 00:00:00,,NOCHE,JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,ACOMPAÑANTE MOTOCICLISTA,9.0,MASCULINO,LESIONADO
2022.0,8866.0,CHOQUE,2022-05-06 00:00:00,,NOCHE,VIERNES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,,,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143,MOTOCICLISTA,48.0,FEMENINO,LESIONADO
2022.0,9212.0,CHOQUE,2022-09-02 00:00:00,,NOCHE,VIERNES,OBRERO,CALLE 35 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,34.0,FEMENINO,NO APLICA
2022.0,9272.0,CHOQUE,2022-10-01 00:00:00,,TARDE,SÁBADO,OBRERO,CALLE 33 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,34.0,MASCULINO,LESIONADO
2022.0,9214.0,CHOQUE,2022-09-03 00:00:00,,TARDE,SÁBADO,COLOMBIA,CALLE 36 CARRERA 30-72,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,PASAJERO,40.0,FEMENINO,LESIONADO
2022.0,8679.0,CHOQUE,2022-03-12 00:00:00,,TARDE,SÁBADO,BARRIO NUEVO,CARRERA 32 CALLE 26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,35.0,MASCULINO,LESIONADO
2022.0,8756.0,CHOQUE,2022-04-02 00:00:00,,NOCHE,SÁBADO,GUAYACANES DEL INGENIO,CARRERA 19 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,19.0,MASCULINO,LESIONADO
2022.0,8803.0,CHOQUE,2022-04-19 00:00:00,,MAÑANA,MARTES,OLIMPICO,CARRERA 36 CALLE 23,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,18.0,MASCULINO,LESIONADO
2022.0,8863.0,CHOQUE,2022-05-05 00:00:00,,NOCHE,JUEVES,SEMBRADOR,CARRERA 23 CALLE 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,18.0,MASCULINO,LESIONADO
2022.0,8874.0,CHOQUE,2022-05-08 00:00:00,,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,,,REALIZAR MANIOBRAS PELIGROSAS,157,ACOMPAÑANTE MOTOCICLISTA,3.0,MASCULINO,LESIONADO
2022.0,9127.0,CHOQUE,2022-07-23 00:00:00,,TARDE,SÁBADO,DANUBIO,CALLE 34 A CARRERA 14,URBANA,TECNICO,,,PASAR VEHICULO EN MOVIMIENTO SIN LAS MEDIDAS DE PRECAUCION,145.0,MOTOCICLISTA,23.0,MASCULINO,LESIONADO
2022.0,9165.0,CHOQUE,2022-08-04 00:00:00,,NOCHE,JUEVES,ZAMORANO,DIAGONAL 64 CARRERA 28,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,23.0,MASCULINO,LESIONADO
2022.0,9175.0,CHOQUE,2022-08-12 00:00:00,,TARDE,VIERNES,ZAMORANO,CARRERA 28 CALLE 69,URBANA,TECNICO,,,GIRAR BRUSCAMENTE,122.0,ACOMPAÑANTE MOTOCICLISTA,14.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE,2022-06-24 00:00:00,,NOCHE,VIERNES,VIA PALMIRA -AMAIME,KM 29 + 050 MTS,RURAL,POLICIA,,,TRANSITAR EN CONTRA VIA,127,CONDUCTOR,24.0,MASCULINO,MUERTO
2022.0,OFICIO,CHOQUE,2022-07-02 00:00:00,,MADRUGADA,SÁBADO,COLOMBIA,CALLE 35 CARRERA 32,URBANA,TECNICO,,,POR ESTABLECER,157.0,MOTOCICLISTA,26.0,MASCULINO,MUERTO
2022.0,9300.0,CHOQUE,2022-10-14 00:00:00,,MAÑANA,VIERNES,EMILIA,CALLE 34A CARRERA 36,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2022.0,8704.0,CHOQUE OBJETO FIJO ARBOL,2022-03-18 00:00:00,,NOCHE,VIERNES,VIA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,,,HUECOS EN LA VIA,306.0,ACOMPAÑANTE CONDUCTOR,4.0,FEMENINO,LESIONADO
2022.0,8699.0,ATROPELLO,2022-03-17 00:00:00,,MAÑANA,JUEVES,BARRIO NUEVO,CARRERA 29 CALLE 21,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,PEATÓN,20.0,FEMENINO,LESIONADO
2022.0,9191.0,CHOQUE,2022-08-17 00:00:00,,TARDE,MIÉRCOLES,CENTRO,CALLE 31 CARRERA 32,URBANA,TECNICO,,,NO HACER USO DE SEÑALES REFLECTIVAS O LUMINOSAS,157.0,ACOMPAÑANTE MOTOCICLISTA,12.0,FEMENINO,LESIONADO
2022.0,8549.0,ATROPELLO,2022-02-05 00:00:00,,MADRUGADA,SÁBADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,8697.0,CHOQUE,2022-03-16 00:00:00,,MAÑANA,MIÉRCOLES,SAN CAYETANO,CALLE 40 CARRERA 21,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,20.0,MASCULINO,LESIONADO
2022.0,8704.0,CHOQUE OBJETO FIJO ARBOL,2022-03-18 00:00:00,,NOCHE,VIERNES,VIA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,,,HUECOS EN LA VIA,306.0,ACOMPAÑANTE CONDUCTOR,8.0,MASCULINO,LESIONADO
2022.0,8789.0,CHOQUE,2022-04-15 00:00:00,,NOCHE,VIERNES,PRIMERO DE MAYO,CALLE 41 CARRERA 13,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127,NO APLICA,22.0,MASCULINO,NO APLICA
2022.0,8962.0,CHOQUE,2022-06-03 00:00:00,,MAÑANA,VIERNES,CENTRO POBLADO POTRERILLO,AVENIDAD 4 CALLE 5,RURAL,TECNICO,,,FRENAR BRUSCAMENTE,119.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,9018.0,CHOQUE,2022-06-19 00:00:00,,NOCHE,DOMINGO,COLOMBIA,CALLE 36 CARRERA 32,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,NO APLICA,27.0,MASCULINO,NO APLICA
2022.0,9165.0,CHOQUE,2022-08-04 00:00:00,,NOCHE,JUEVES,ZAMORANO,DIAGONAL 64 CARRERA 28,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,NO APLICA,21.0,MASCULINO,NO APLICA
2022.0,9175.0,CHOQUE,2022-08-12 00:00:00,,TARDE,VIERNES,ZAMORANO,CARRERA 28 CALLE 69,URBANA,TECNICO,,,GIRAR BRUSCAMENTE,122.0,ACOMPAÑANTE MOTOCICLISTA,5.0,MASCULINO,LESIONADO
2022.0,9265.0,CHOQUE,2022-09-28 00:00:00,,MAÑANA,MIÉRCOLES,FRAY LUIS,CALLE 42 CARRERA 42,URBANA,TECNICO,,,CAMBIO DE CARRIL CON O SIN INDICACION,157.0,MOTOCICLISTA,36.0,MASCULINO,LESIONADO
2022.0,9309.0,CHOQUE,2022-10-21 00:00:00,,MAÑANA,VIERNES,CENTRO,CARRERA 32 CALLE 29-15,URBANA,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,ACOMPAÑANTE MOTOCICLISTA,8.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE,2022-08-13 00:00:00,,MAÑANA,SÁBADO,VIA CALI - PALMIRA SUR,KM 10,RURAL,POLICIA,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,MOTOCICLISTA,33.0,MASCULINO,MUERTO
2022.0,8882.0,CHOQUE,2022-05-10 00:00:00,,NOCHE,MARTES,SEMBRADOR,CARRERA 17 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,ACOMPAÑANTE MOTOCICLISTA,12.0,FEMENINO,LESIONADO
2022.0,9286.0,CHOQUE,2022-10-05 00:00:00,,NOCHE,MIÉRCOLES,SEMBRADOR,CALLE 22 CARRERA 23-14,URBANA,TECNICO,,,POR ESTABLECER,157.0,NO APLICA,16.0,MASCULINO,NO APLICA
2022.0,8881.0,CHOQUE,2022-05-10 00:00:00,,TARDE,MARTES,VIA PALMIRA CANDELARIA,HOTEL LAS VICTORIAS,URBANA,TECNICO,,,FRENAR BRUSCAMENTE,119.0,NO APLICA,24.0,FEMENINO,NO APLICA
2022.0,9266.0,CHOQUE,2022-09-28 00:00:00,,TARDE,MIÉRCOLES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,,,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,OFICIO,VOLCAMIENTO,2022-03-26 00:00:00,,NOCHE,SÁBADO,ZAMORANO,CARRERA 28 CALLE 65,URBANA,TECNICO,,,POR ESTABLECER,157,CICLISTA,53.0,MASCULINO,MUERTO
2022.0,9185.0,CHOQUE,2022-08-15 00:00:00,,TARDE,LUNES,BARRIO NUEVO,CALLE 26 CARRERA 32,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,54.0,MASCULINO,NO APLICA
2022.0,9117.0,CHOQUE,2022-07-20 00:00:00,,TARDE,MIÉRCOLES,PRIMERO DE MAYO,CALLE 41 CARRERA 9,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,59.0,FEMENINO,LESIONADO
2022.0,8585.0,CHOQUE,2022-02-12 00:00:00,,NOCHE,SÁBADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,ACOMPAÑANTE MOTOCICLISTA,11.0,FEMENINO,LESIONADO
2022.0,9197.0,CHOQUE,2022-08-20 00:00:00,,NOCHE,SÁBADO,PRIMERO DE MAYO,CALLE 41 CARRERA 13,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127,NO APLICA,27.0,FEMENINO,NO APLICA
2022.0,8872.0,ATROPELLO,2022-05-08 00:00:00,,MAÑANA,DOMINGO,PRADO,CALLE 42 CARRERA 39,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409,PEATÓN,56.0,FEMENINO,LESIONADO
2022.0,9317.0,CHOQUE,2022-10-25 00:00:00,,MAÑANA,MARTES,URIBE,CALLE 36 CARRERA 22,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,32.0,MASCULINO,LESIONADO
2022.0,DITRA,CHOQUE OBJETO FIJO BARANDA,2022-10-20 00:00:00,,TARDE,JUEVES,VIA CALI - PALMIRA SUR,KM 10,RURAL,POLICIA,,,PERDIDA DEL CONTROL DEL VEHICULO,157,MOTOCICLISTA,39.0,MASCULINO,MUERTO
2022.0,8558.0,ATROPELLO,2022-02-08 00:00:00,,NOCHE,MARTES,CENTRO,CARRERA 28 CALLE 27-64,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,NO APLICA,28.0,MASCULINO,NO APLICA
2022.0,8565.0,CHOQUE,2022-02-09 00:00:00,,NOCHE,MIÉRCOLES,BARRIO NUEVO,CARRERA 28 CALLE 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2022.0,9049.0,CHOQUE,2022-06-28 00:00:00,,MAÑANA,MARTES,SESQUICENTENARIO,CALLE 10 DIAGONAL 29,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,CICLISTA,20.0,FEMENINO,LESIONADO
2022.0,8718.0,CHOQUE,2022-03-21 00:00:00,,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,7.0,FEMENINO,LESIONADO
2022.0,8874.0,CHOQUE,2022-05-08 00:00:00,,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,,,REALIZAR MANIOBRAS PELIGROSAS,157,ACOMPAÑANTE MOTOCICLISTA,12.0,FEMENINO,LESIONADO
2022.0,9169.0,CHOQUE,2022-08-07 00:00:00,,NOCHE,DOMINGO,SANTA RITA,CARRERA 28 CALLE 33,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,ACOMPAÑANTE MOTOCICLISTA,25.0,FEMENINO,LESIONADO
2022.0,9177.0,CHOQUE,2022-08-13 00:00:00,,MADRUGADA,SÁBADO,VIA PALMIRA CALI,KM 7 ESTADIO DEPORTIVO CALI,RURAL,TECNICO,,,IMPERICIA EN EL MANEJO,139.0,MOTOCICLISTA,23.0,FEMENINO,LESIONADO
2022.0,8716.0,CHOQUE,2022-03-21 00:00:00,,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,,,FRENAR BRUSCAMENTE,119.0,ACOMPAÑANTE MOTOCICLISTA,25.0,FEMENINO,LESIONADO
2022.0,9127.0,CHOQUE,2022-07-23 00:00:00,,TARDE,SÁBADO,DANUBIO,CALLE 34 A CARRERA 14,URBANA,TECNICO,,,PASAR VEHICULO EN MOVIMIENTO SIN LAS MEDIDAS DE PRECAUCION,145.0,NO APLICA,36.0,FEMENINO,NO APLICA
2022.0,8732.0,CHOQUE,2022-03-26 00:00:00,,MAÑANA,SÁBADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,ACOMPAÑANTE MOTOCICLISTA,29.0,FEMENINO,LESIONADO
2022.0,8626.0,CHOQUE,2022-02-25 00:00:00,,NOCHE,VIERNES,PRADO,CALLE 42 CARRERA 39-42,URBANA,TECNICO,,,POR ESTABLECER,157.0,MOTOCICLISTA,34.0,FEMENINO,LESIONADO
2022.0,8683.0,CHOQUE,2022-03-12 00:00:00,,NOCHE,SÁBADO,COLOMBINA,CALLE 31 CARRERA 18,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,36.0,FEMENINO,LESIONADO
2022.0,8704.0,CHOQUE OBJETO FIJO ARBOL,2022-03-18 00:00:00,,NOCHE,VIERNES,VIA CORONADO ROZO,KM 4 + 600 MTS,RURAL,TECNICO,,,HUECOS EN LA VIA,306.0,ACOMPAÑANTE CONDUCTOR,29.0,FEMENINO,LESIONADO
2022.0,9246.0,CHOQUE,2022-09-20 00:00:00,,TARDE,MARTES,GUAYACANES DEL INGENIO,CARRERA 18 CALLE 26,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,CONDUCTOR,32.0,FEMENINO,LESIONADO
2022.0,9135.0,CHOQUE,2022-07-26 00:00:00,,TARDE,MARTES,RECREO,CALLE 23 CARRERA 24,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,21.0,FEMENINO,LESIONADO
2022.0,8655.0,CHOQUE,2022-03-04 00:00:00,,NOCHE,VIERNES,GUAYACANES DEL INGENIO,CARRERA 19 CALLE 26A,URBANA,TECNICO,,,EMBRIAGUEZ APARENTE,115.0,MOTOCICLISTA,50.0,MASCULINO,LESIONADO
2022.0,8655.0,CHOQUE,2022-03-04 00:00:00,,NOCHE,VIERNES,GUAYACANES DEL INGENIO,CARRERA 19 CALLE 26A,URBANA,TECNICO,,,EMBRIAGUEZ APARENTE,115.0,NO APLICA,36.0,MASCULINO,NO APLICA
2022.0,8974.0,CHOQUE,2022-06-05 00:00:00,,NOCHE,DOMINGO,OBRERO,CARRERA 27 CALLE 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,36.0,MASCULINO,LESIONADO
2022.0,9089.0,CHOQUE,2022-07-12 00:00:00,,MAÑANA,MARTES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,60.0,MASCULINO,NO APLICA
2022.0,9024.0,CHOQUE,2022-06-21 00:00:00,,TARDE,MARTES,CENTRO,CARRERA 29 CALLE 29-13,URBANA,TECNICO,,,ABRIR LA PUERTA SIN MEDIDAS DE PRECAUCION,506.0,NO APLICA,59.0,MASCULINO,NO APLICA
2022.0,8787.0,CHOQUE,2022-04-13 00:00:00,,TARDE,MIÉRCOLES,EMILIA,CALLE 36 CARRERA 37,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145,NO APLICA,22.0,MASCULINO,NO APLICA
2022.0,9217.0,CHOQUE,2022-09-04 00:00:00,,MADRUGADA,DOMINGO,LOS PINOS,CALLE 42 CARRERA 24,URBANA,TECNICO,,,ADELANTAR INVADIENDO CARRIL,106.0,MOTOCICLISTA,45.0,MASCULINO,LESIONADO
2022.0,9120.0,CHOQUE,2022-07-21 00:00:00,,TARDE,JUEVES,ALTAMIRA,CARRERA 19 CALLE 46-47,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,123.0,CONDUCTOR,26.0,FEMENINO,LESIONADO
2022.0,9152.0,CHOQUE,2022-07-31 00:00:00,,NOCHE,DOMINGO,COLOMBIA,CALLE 33 CARRERA 32,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127.0,ACOMPAÑANTE CONDUCTOR,34.0,FEMENINO,LESIONADO
2022.0,8696.0,CHOQUE,2022-03-15 00:00:00,,TARDE,MARTES,BIZERTA,CALLE 37 CARRERA 22,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,58.0,FEMENINO,NO APLICA
2022.0,8744.0,CHOQUE,2022-03-29 00:00:00,,TARDE,MARTES,CAMPESTRE,CALLE 42 CARRERA 9-8,URBANA,TECNICO,,,INVADIR CARRIL SENTIDO CONTRARIO,157.0,NO APLICA,58.0,MASCULINO,NO APLICA
2022.0,8912.0,CHOQUE,2022-05-20 00:00:00,,MAÑANA,VIERNES,FRAY LUIS,CALLE 42 CARRERA 43-10,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121,ACOMPAÑANTE MOTOCICLISTA,28.0,FEMENINO,LESIONADO
2022.0,8974.0,CHOQUE,2022-06-05 00:00:00,,NOCHE,DOMINGO,OBRERO,CARRERA 27 CALLE 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,35.0,FEMENINO,LESIONADO
